FECHA,CO,TLA,NO2,NOX,O3,PM10,SO2
23/04/2010,1.8,112,45,157,2,85,-99
23/04/2010,3.1,232,52,284,2,109,-99
23/04/2010,3.7,235,58,294,4,123,-99
23/04/2010,2.6,118,65,184,10,107,8
23/04/2010,2.0,57,74,131,25,95,6
23/04/2010,2.0,30,90,120,44,145,6
23/04/2010,1.6,19,78,97,59,157,8
23/04/2010,1.3,11,47,58,73,87,4
23/04/2010,1.1,9,38,46,90,77,2
23/04/2010,0.6,4,15,19,51,35,1
23/04/2010,0.7,11,19,30,42,35,1
23/04/2010,0.7,6,18,24,28,40,1
23/04/2010,0.7,7,19,25,23,43,1
23/04/2010,0.9,13,28,41,14,44,1
23/04/2010,0.9,15,26,41,11,38,1
23/04/2010,1.2,30,36,66,6,37,3
23/04/2010,1.3,34,37,72,3,65,3
23/04/2010,1.5,59,28,87,2,41,3
23/04/2010,1.7,97,33,130,3,62,4
24/04/2010,0.9,37,28,65,2,41,1
24/04/2010,1.4,86,33,119,2,59,4
24/04/2010,1.1,58,30,88,-99,52,4
24/04/2010,1.3,88,35,123,2,63,6
24/04/2010,1.2,80,32,112,2,77,3
24/04/2010,1.7,117,35,153,2,63,4
24/04/2010,2.1,158,39,197,2,84,7
24/04/2010,2.6,153,44,198,3,84,7
24/04/2010,1.8,95,42,137,5,83,5
24/04/2010,2.1,73,63,136,14,92,4
24/04/2010,1.9,39,72,112,26,70,3
24/04/2010,1.1,19,31,50,39,40,2
24/04/2010,0.9,4,25,29,67,47,1
24/04/2010,1.0,4,33,37,85,49,2
24/04/2010,0.6,3,12,14,50,44,1
24/04/2010,0.5,2,12,14,45,71,1
24/04/2010,0.5,4,10,14,35,66,0
24/04/2010,0.5,5,11,15,33,53,1
24/04/2010,0.6,6,17,23,31,41,0
24/04/2010,0.7,4,22,26,29,41,0
24/04/2010,0.7,5,22,27,28,42,1
24/04/2010,0.6,4,19,24,24,37,0
24/04/2010,0.6,4,20,24,25,34,1
24/04/2010,0.4,2,11,12,29,24,0
25/04/2010,0.6,5,24,29,11,26,1
25/04/2010,0.6,4,21,25,13,18,0
25/04/2010,0.4,1,10,11,21,18,0
25/04/2010,0.4,2,15,17,14,12,1
25/04/2010,0.7,8,25,33,6,31,1
25/04/2010,0.6,2,23,25,7,18,1
25/04/2010,1.7,34,27,60,4,23,2
25/04/2010,1.6,22,23,44,11,24,2
25/04/2010,1.1,16,21,38,20,32,2
25/04/2010,0.8,16,17,34,27,17,2
25/04/2010,0.6,10,15,25,36,7,1
25/04/2010,0.6,10,17,27,46,26,2
25/04/2010,0.5,3,10,13,54,20,1
25/04/2010,0.4,4,9,12,44,22,1
25/04/2010,-99,-99,-99,-99,-99,-99,-99
25/04/2010,-99,-99,-99,-99,33,-99,1
25/04/2010,0.3,5,6,11,29,30,0
25/04/2010,0.3,5,7,12,29,36,0
25/04/2010,0.3,5,11,15,33,31,0
25/04/2010,0.4,5,16,21,26,24,0
25/04/2010,0.5,8,23,31,17,22,0
25/04/2010,0.6,8,30,38,11,26,1
25/04/2010,0.5,3,24,27,16,28,1
25/04/2010,0.4,0,18,18,22,30,1
26/04/2010,0.4,-99,-99,-99,21,23,0
26/04/2010,0.4,-99,-99,-99,19,31,1
26/04/2010,-99,0,23,20,13,29,-99
26/04/2010,0.5,7,30,37,-99,29,1
26/04/2010,0.8,46,35,81,2,33,2
26/04/2010,2.0,177,35,212,3,62,7
26/04/2010,3.3,256,41,297,3,-99,9
26/04/2010,3.1,273,57,330,3,-99,15
26/04/2010,1.6,91,50,141,14,-99,10
26/04/2010,-99,-99,-99,-99,-99,-99,-99
26/04/2010,-99,-99,-99,-99,-99,-99,-99
26/04/2010,-99,-99,-99,-99,-99,-99,-99
26/04/2010,-99,-99,-99,-99,-99,42,-99
26/04/2010,-99,-99,-99,-99,-99,43,-99
26/04/2010,-99,-99,-99,-99,-99,61,-99
26/04/2010,0.4,-99,-99,-99,56,66,1
26/04/2010,0.5,7,16,22,54,61,0
26/04/2010,0.5,7,19,26,49,52,1
26/04/2010,0.5,5,27,31,43,49,1
26/04/2010,0.7,7,38,45,27,43,1
26/04/2010,0.6,3,29,32,28,34,0
26/04/2010,0.7,4,34,38,21,37,0
26/04/2010,0.6,3,28,31,24,34,1
26/04/2010,0.6,0,25,24,24,37,4
27/04/2010,0.4,-99,-99,-99,29,27,2
27/04/2010,0.4,-99,-99,-99,24,33,0
27/04/2010,-99,3,23,26,16,27,-99
27/04/2010,0.3,1,19,20,-99,33,0
27/04/2010,0.6,11,28,39,19,30,2
27/04/2010,1.2,48,50,98,4,49,5
27/04/2010,2.3,145,57,201,5,80,7
27/04/2010,2.9,204,59,263,11,112,11
27/04/2010,1.2,32,46,77,31,47,3
27/04/2010,1.2,28,44,71,44,28,3
27/04/2010,1.1,17,42,59,64,39,2
27/04/2010,1.0,9,31,40,83,45,2
27/04/2010,0.5,2,14,16,85,41,3
27/04/2010,0.5,3,13,16,92,38,1
27/04/2010,0.5,2,13,14,99,42,1
27/04/2010,0.6,4,18,23,101,71,5
27/04/2010,0.9,4,29,34,91,127,2
27/04/2010,0.8,3,28,32,70,92,1
27/04/2010,0.6,2,31,33,56,55,0
27/04/2010,0.6,2,36,36,41,57,1
27/04/2010,0.8,2,49,51,22,58,1
27/04/2010,0.8,3,42,45,30,45,0
27/04/2010,0.6,1,36,35,31,39,35
27/04/2010,0.6,1,36,34,28,50,17
28/04/2010,0.7,3,51,53,12,40,4
28/04/2010,0.7,0,46,43,16,49,9
28/04/2010,0.6,0,40,37,23,40,3
28/04/2010,0.7,5,33,35,30,36,4
28/04/2010,1.1,70,59,129,-99,84,11
28/04/2010,1.8,130,64,194,3,104,13
28/04/2010,3.3,216,67,283,3,131,17
28/04/2010,3.7,219,77,295,5,129,12
28/04/2010,2.2,68,63,131,19,77,4
28/04/2010,1.6,33,62,95,36,60,3
28/04/2010,1.1,25,44,69,52,54,3
28/04/2010,1.1,16,41,57,68,74,2
28/04/2010,1.0,10,34,43,86,57,3
28/04/2010,0.9,8,35,44,93,59,2
28/04/2010,0.6,4,17,22,70,66,1
28/04/2010,0.5,5,15,20,71,61,1
28/04/2010,0.5,4,14,18,63,72,1
28/04/2010,0.5,6,15,22,53,53,1
28/04/2010,0.7,4,20,24,48,64,1
28/04/2010,0.7,2,23,25,39,63,1
28/04/2010,0.7,5,29,34,31,41,0
28/04/2010,0.8,4,37,41,36,45,1
28/04/2010,0.8,0,42,42,30,59,2
28/04/2010,0.9,-99,-99,-99,27,62,7
29/04/2010,0.7,0,44,41,17,71,5
29/04/2010,0.7,0,39,36,15,65,7
29/04/2010,0.7,0,32,28,18,55,3
29/04/2010,0.6,0,33,31,17,63,7
29/04/2010,1.0,39,44,83,4,49,4
29/04/2010,2.1,211,54,265,3,134,10
29/04/2010,2.7,201,55,256,3,107,8
29/04/2010,3.2,219,71,291,5,118,11
29/04/2010,3.3,189,109,297,10,162,14
29/04/2010,1.8,54,73,128,29,92,4
29/04/2010,0.8,15,29,44,42,38,1
29/04/2010,0.6,6,15,21,52,55,1
29/04/2010,0.5,3,13,15,66,75,-99
29/04/2010,0.5,2,17,19,74,93,2
29/04/2010,0.5,2,14,16,64,107,1
29/04/2010,0.5,5,16,21,58,84,1
29/04/2010,0.5,4,15,19,57,68,1
29/04/2010,0.6,5,19,24,54,61,1
29/04/2010,0.6,4,20,24,53,42,0
29/04/2010,0.7,7,30,36,42,37,0
29/04/2010,0.9,6,37,43,36,39,1
29/04/2010,0.8,1,46,46,21,69,2
29/04/2010,1.1,13,60,73,5,56,2
29/04/2010,0.9,4,52,55,15,44,3
30/04/2010,0.6,0,34,30,25,47,5
30/04/2010,0.6,0,30,27,29,37,2
30/04/2010,0.8,9,50,59,7,67,2
30/04/2010,0.6,3,38,39,22,35,4
30/04/2010,0.8,14,53,66,20,37,1
30/04/2010,0.9,8,55,64,18,40,7
30/04/2010,2.5,152,73,225,4,108,10
30/04/2010,2.6,139,76,216,7,106,7
30/04/2010,2.4,90,85,176,20,99,5
30/04/2010,1.4,26,55,81,49,72,3
30/04/2010,0.6,6,19,25,77,48,3
30/04/2010,0.6,4,19,23,79,56,1
30/04/2010,0.6,3,18,20,88,48,2
30/04/2010,0.7,4,23,26,94,67,2
30/04/2010,0.7,4,19,23,90,59,1
30/04/2010,0.6,2,17,19,94,66,2
30/04/2010,0.6,4,19,23,73,76,1
30/04/2010,0.7,6,24,31,61,71,1
30/04/2010,0.8,5,34,40,46,66,1
30/04/2010,0.8,6,32,38,39,62,1
30/04/2010,1.0,13,42,54,24,59,1
30/04/2010,1.4,20,60,80,6,63,2
30/04/2010,0.9,4,45,48,19,39,1
30/04/2010,1.0,3,52,54,11,58,1
01/05/2010,1.1,17,53,69,4,51,1
01/05/2010,0.8,12,43,54,9,58,2
01/05/2010,0.5,1,23,23,18,35,0
01/05/2010,0.6,7,24,30,14,22,1
01/05/2010,0.8,21,36,57,6,40,2
01/05/2010,0.9,31,37,68,6,49,2
01/05/2010,1.3,56,49,104,4,66,3
01/05/2010,1.2,41,42,83,14,64,2
01/05/2010,1.1,23,32,55,28,56,1
01/05/2010,0.8,8,22,30,44,45,1
01/05/2010,0.6,5,16,21,64,38,0
01/05/2010,0.6,4,14,18,77,49,1
01/05/2010,0.6,5,14,19,84,65,1
01/05/2010,0.6,3,10,13,95,68,1
01/05/2010,0.6,2,11,13,92,80,1
01/05/2010,0.6,4,15,19,82,88,1
01/05/2010,0.6,3,15,18,78,100,1
01/05/2010,0.6,4,16,19,73,71,1
01/05/2010,0.6,1,15,16,69,52,1
01/05/2010,0.8,4,27,31,52,46,0
01/05/2010,0.8,3,30,33,49,49,0
01/05/2010,0.9,2,33,35,47,53,1
01/05/2010,1.0,1,37,37,42,54,1
01/05/2010,0.9,0,45,42,28,48,1
02/05/2010,1.0,0,43,42,25,41,1
02/05/2010,0.8,1,36,35,28,36,1
02/05/2010,1.2,16,62,78,5,62,2
02/05/2010,1.1,5,58,62,9,34,3
02/05/2010,1.2,30,54,84,4,40,3
02/05/2010,1.0,18,47,65,6,46,2
02/05/2010,1.1,24,49,73,7,30,2
02/05/2010,1.6,55,50,105,12,49,3
02/05/2010,1.7,54,65,119,23,69,5
02/05/2010,1.1,20,49,69,46,71,5
02/05/2010,1.3,12,40,52,68,57,2
02/05/2010,1.1,6,38,44,88,41,2
02/05/2010,0.9,5,25,29,102,29,1
02/05/2010,0.9,5,25,29,114,32,2
02/05/2010,0.8,3,18,21,131,29,1
02/05/2010,0.8,4,29,32,113,98,3
02/05/2010,0.8,3,21,24,90,115,3
02/05/2010,0.8,3,28,30,73,146,2
02/05/2010,0.7,0,21,20,70,77,1
02/05/2010,0.9,1,35,36,50,35,1
02/05/2010,1.3,5,52,56,34,77,1
02/05/2010,1.6,8,65,73,22,79,5
02/05/2010,1.5,3,63,64,19,68,3
02/05/2010,1.2,2,62,63,12,61,3
03/05/2010,0.9,1,48,46,14,61,5
03/05/2010,0.7,0,31,26,27,47,5
03/05/2010,0.6,0,24,21,30,62,4
03/05/2010,0.6,0,33,31,19,41,4
03/05/2010,0.9,11,47,58,6,70,5
03/05/2010,1.7,91,58,149,2,75,7
03/05/2010,2.0,119,58,177,3,89,8
03/05/2010,3.1,212,71,281,5,135,11
03/05/2010,2.7,156,97,253,9,146,19
03/05/2010,1.9,64,89,153,34,136,16
03/05/2010,1.1,19,47,66,70,78,11
03/05/2010,1.2,8,50,57,103,82,9
03/05/2010,1.1,3,42,46,128,85,6
03/05/2010,1.0,3,37,40,148,86,5
03/05/2010,1.0,1,34,34,175,80,5
03/05/2010,1.0,2,34,35,179,84,5
03/05/2010,1.1,2,37,37,170,116,6
03/05/2010,1.0,2,41,41,144,101,6
03/05/2010,1.0,4,41,44,98,133,12
03/05/2010,0.9,7,28,33,49,101,2
03/05/2010,0.8,5,35,38,41,70,2
03/05/2010,0.7,2,37,36,33,71,4
03/05/2010,0.6,0,28,24,41,67,6
03/05/2010,0.5,0,28,25,42,56,2
04/05/2010,0.5,-99,-99,-99,31,55,3
04/05/2010,0.5,-99,-99,-99,35,44,3
04/05/2010,0.4,-99,-99,-99,40,55,11
04/05/2010,0.4,-99,-99,-99,32,50,60
04/05/2010,0.5,-99,-99,-99,19,61,79
04/05/2010,0.7,-99,-99,-99,17,67,34
04/05/2010,1.0,-99,-99,-99,16,82,23
04/05/2010,0.9,-99,-99,-99,23,85,23
04/05/2010,0.8,-99,-99,-99,48,70,4
04/05/2010,0.8,-99,-99,-99,61,74,3
04/05/2010,0.8,-99,-99,-99,72,73,2
04/05/2010,0.9,-99,-99,-99,82,84,2
04/05/2010,0.7,-99,-99,-99,87,94,3
04/05/2010,0.7,-99,-99,-99,99,89,2
04/05/2010,0.8,-99,-99,-99,140,88,3
04/05/2010,0.9,-99,-99,-99,152,90,4
04/05/2010,0.9,-99,-99,-99,131,97,3
04/05/2010,0.8,-99,-99,-99,104,107,2
04/05/2010,0.9,-99,-99,-99,49,123,2
04/05/2010,0.7,-99,-99,-99,36,103,1
04/05/2010,0.7,-99,-99,-99,25,63,1
04/05/2010,0.7,-99,-99,-99,20,72,9
04/05/2010,0.7,-99,-99,-99,15,62,61
04/05/2010,0.6,-99,-99,-99,12,61,56
05/05/2010,0.5,-99,-99,-99,13,77,70
05/05/2010,1.1,-99,-99,-99,9,59,62
05/05/2010,-99,11,39,49,6,84,-99
05/05/2010,0.5,7,41,47,-99,74,47
05/05/2010,0.8,13,41,53,7,71,37
05/05/2010,1.2,57,54,111,3,84,21
05/05/2010,2.0,122,52,175,3,110,22
05/05/2010,2.7,177,66,244,4,158,30
05/05/2010,2.7,148,90,238,9,195,46
05/05/2010,1.8,68,88,156,25,162,35
05/05/2010,1.1,20,47,66,57,107,15
05/05/2010,0.9,9,28,37,77,100,11
05/05/2010,0.7,9,19,27,70,100,17
05/05/2010,0.7,8,19,27,66,103,17
05/05/2010,0.7,7,17,24,73,78,10
05/05/2010,0.6,5,14,19,76,48,7
05/05/2010,0.7,7,18,24,67,57,3
05/05/2010,0.8,11,20,32,52,45,3
05/05/2010,0.6,4,27,31,45,59,3
05/05/2010,0.7,6,33,39,33,71,2
05/05/2010,0.8,6,40,45,22,66,6
05/05/2010,0.9,17,53,70,10,67,2
05/05/2010,0.8,8,46,54,14,42,1
05/05/2010,0.8,8,46,55,-99,35,1
06/05/2010,0.8,9,46,56,-99,33,3
06/05/2010,0.7,7,41,49,-99,28,14
06/05/2010,0.6,3,37,40,-99,25,15
06/05/2010,0.5,1,32,33,14,19,6
06/05/2010,0.8,36,43,79,3,45,7
06/05/2010,1.5,96,46,142,3,50,7
06/05/2010,2.4,166,48,215,3,78,10
06/05/2010,2.6,170,60,231,6,74,11
06/05/2010,2.5,108,89,197,15,105,11
06/05/2010,2.3,57,104,162,35,121,10
06/05/2010,1.9,27,86,113,63,110,6
06/05/2010,1.4,15,64,79,82,87,5
06/05/2010,0.9,8,22,30,84,62,2
06/05/2010,1.0,10,23,33,84,68,2
06/05/2010,0.8,5,17,23,85,63,2
06/05/2010,0.7,4,21,25,79,61,2
06/05/2010,0.8,7,20,27,73,49,1
06/05/2010,0.7,7,25,33,66,50,5
06/05/2010,0.8,6,30,35,47,58,9
06/05/2010,0.9,12,57,69,15,64,6
06/05/2010,0.7,12,43,54,17,65,2
06/05/2010,0.8,7,42,49,14,60,4
06/05/2010,0.7,4,38,40,-99,53,6
06/05/2010,0.6,0,31,27,-99,57,25
07/05/2010,0.6,1,29,26,-99,43,64
07/05/2010,0.5,1,38,34,-99,63,86
07/05/2010,0.5,2,35,32,-99,46,52
07/05/2010,0.7,17,43,60,-99,58,28
07/05/2010,0.9,37,45,81,-99,46,10
07/05/2010,1.6,98,48,146,-99,57,10
07/05/2010,3.1,231,56,288,-99,97,16
07/05/2010,3.1,206,61,267,5,106,20
07/05/2010,2.0,83,69,152,16,98,21
07/05/2010,1.4,27,62,89,45,88,18
07/05/2010,1.4,13,63,77,75,80,10
07/05/2010,-99,-99,-99,-99,-99,103,-99
07/05/2010,1.0,10,31,41,82,90,5
07/05/2010,0.9,8,25,32,83,64,4
07/05/2010,0.9,9,26,34,86,64,6
07/05/2010,0.8,8,26,34,81,74,6
07/05/2010,0.7,5,22,26,70,67,3
07/05/2010,0.8,8,26,33,60,55,4
07/05/2010,0.8,6,31,36,47,65,4
07/05/2010,0.9,11,38,48,29,82,2
07/05/2010,0.8,5,29,33,34,51,2
07/05/2010,0.9,16,52,68,7,69,5
07/05/2010,0.8,5,45,49,12,55,3
07/05/2010,0.7,2,39,40,-99,54,33
08/05/2010,0.5,-99,-99,-99,-99,46,41
08/05/2010,0.6,-99,-99,-99,-99,41,56
08/05/2010,0.6,-99,-99,-99,-99,72,66
08/05/2010,0.7,10,46,56,6,32,44
08/05/2010,0.9,20,45,65,4,45,19
08/05/2010,1.1,51,48,100,2,57,15
08/05/2010,1.5,80,50,129,4,55,13
08/05/2010,1.9,95,60,155,-99,64,13
08/05/2010,2.3,140,81,221,11,111,28
08/05/2010,1.4,35,72,108,34,102,23
08/05/2010,1.5,24,83,107,60,116,18
08/05/2010,1.3,6,58,64,100,102,11
08/05/2010,1.4,6,59,65,118,119,12
08/05/2010,1.0,4,32,36,108,89,5
08/05/2010,0.7,1,22,22,102,73,4
08/05/2010,0.7,2,22,23,91,90,2
08/05/2010,0.6,1,14,13,67,105,2
08/05/2010,0.6,1,17,16,54,123,3
08/05/2010,0.6,-99,-99,-99,37,199,1
08/05/2010,0.6,-99,-99,-99,36,147,2
08/05/2010,0.6,-99,-99,-99,35,108,5
08/05/2010,0.6,-99,-99,-99,35,88,1
08/05/2010,0.6,-99,-99,-99,33,60,1
08/05/2010,0.5,-99,-99,-99,34,60,9
09/05/2010,0.6,-99,-99,-99,25,69,28
09/05/2010,0.5,-99,-99,-99,18,74,44
09/05/2010,0.5,-99,-99,-99,21,72,32
09/05/2010,0.6,-99,-99,-99,22,66,19
09/05/2010,0.6,-99,-99,-99,15,65,33
09/05/2010,0.6,-99,-99,-99,12,68,41
09/05/2010,0.8,-99,-99,-99,10,75,61
09/05/2010,0.8,-99,-99,-99,17,74,70
09/05/2010,1.0,-99,-99,-99,20,90,49
09/05/2010,1.1,-99,-99,-99,46,112,20
09/05/2010,1.1,-99,-99,-99,68,136,14
09/05/2010,1.0,-99,-99,-99,93,134,12
09/05/2010,1.0,-99,-99,-99,124,117,11
09/05/2010,0.9,-99,-99,-99,124,117,8
09/05/2010,0.8,-99,-99,-99,121,122,6
09/05/2010,0.7,-99,-99,-99,102,75,3
09/05/2010,0.7,-99,-99,-99,87,100,2
09/05/2010,0.6,-99,-99,-99,36,-99,6
09/05/2010,-99,-99,-99,-99,-99,-99,-99
09/05/2010,-99,-99,-99,-99,-99,-99,-99
09/05/2010,-99,-99,-99,-99,-99,-99,-99
09/05/2010,-99,-99,-99,-99,-99,-99,-99
09/05/2010,-99,-99,-99,-99,-99,-99,-99
09/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,-99,-99,-99,-99,-99,-99,-99
10/05/2010,1.0,-99,-99,-99,42,-99,10
10/05/2010,0.9,-99,-99,-99,60,-99,6
10/05/2010,0.7,-99,-99,-99,75,68,5
10/05/2010,0.9,-99,-99,-99,76,57,4
10/05/2010,0.9,-99,-99,-99,69,47,4
10/05/2010,0.8,-99,-99,-99,78,44,4
10/05/2010,0.6,-99,-99,-99,70,128,5
10/05/2010,0.7,-99,-99,-99,62,99,7
10/05/2010,0.6,-99,-99,-99,44,99,5
10/05/2010,0.6,-99,-99,-99,26,53,3
10/05/2010,0.6,-99,-99,-99,33,35,5
10/05/2010,0.5,-99,-99,-99,37,34,7
10/05/2010,0.5,-99,-99,-99,42,15,5
10/05/2010,0.5,-99,-99,-99,27,31,5
11/05/2010,0.6,-99,-99,-99,22,39,5
11/05/2010,0.6,-99,-99,-99,14,44,8
11/05/2010,0.5,-99,-99,-99,10,55,4
11/05/2010,0.6,-99,-99,-99,2,71,4
11/05/2010,1.0,-99,-99,-99,2,71,5
11/05/2010,1.4,-99,-99,-99,2,68,6
11/05/2010,2.1,-99,-99,-99,3,84,6
11/05/2010,2.0,-99,-99,-99,6,85,7
11/05/2010,2.1,-99,-99,-99,13,97,15
11/05/2010,2.1,-99,-99,-99,28,108,10
11/05/2010,1.7,-99,-99,-99,56,100,7
11/05/2010,1.3,-99,-99,-99,81,84,6
11/05/2010,1.2,-99,-99,-99,104,87,4
11/05/2010,1.0,-99,-99,-99,110,85,5
11/05/2010,1.0,-99,-99,-99,105,62,3
11/05/2010,0.8,-99,-99,-99,86,62,2
11/05/2010,0.7,-99,-99,-99,78,61,2
11/05/2010,1.1,-99,-99,-99,60,43,2
11/05/2010,1.1,-99,-99,-99,28,78,6
11/05/2010,1.0,-99,-99,-99,43,63,2
11/05/2010,0.9,-99,-99,-99,28,63,2
11/05/2010,0.8,-99,-99,-99,30,56,3
11/05/2010,0.6,-99,-99,-99,37,45,4
11/05/2010,0.5,-99,-99,-99,16,45,2
12/05/2010,0.5,-99,-99,-99,19,51,9
12/05/2010,0.6,-99,-99,-99,18,49,16
12/05/2010,0.5,-99,-99,-99,16,41,9
12/05/2010,0.5,-99,-99,-99,11,29,7
12/05/2010,0.8,-99,-99,-99,5,44,5
12/05/2010,1.6,-99,-99,-99,-99,78,8
12/05/2010,2.5,-99,-99,-99,2,96,10
12/05/2010,2.6,-99,-99,-99,5,114,10
12/05/2010,2.2,-99,-99,-99,14,95,8
12/05/2010,1.6,-99,-99,-99,36,89,9
12/05/2010,1.8,-99,-99,-99,51,95,9
12/05/2010,1.4,-99,-99,-99,71,131,9
12/05/2010,1.1,-99,-99,-99,87,71,8
12/05/2010,0.9,-99,-99,-99,83,61,5
12/05/2010,0.7,-99,-99,-99,82,46,3
12/05/2010,0.7,-99,-99,-99,80,46,5
12/05/2010,1.1,-99,-99,-99,69,61,10
12/05/2010,0.7,-99,-99,-99,55,100,9
12/05/2010,0.8,-99,-99,-99,52,66,7
12/05/2010,0.9,-99,-99,-99,43,74,8
12/05/2010,0.6,-99,-99,-99,45,59,3
12/05/2010,0.5,-99,-99,-99,48,26,2
12/05/2010,0.6,-99,-99,-99,34,40,7
12/05/2010,0.5,-99,-99,-99,34,20,2
13/05/2010,0.4,-99,-99,-99,41,27,1
13/05/2010,0.4,-99,-99,-99,42,40,2
13/05/2010,0.5,-99,-99,-99,32,33,2
13/05/2010,0.6,-99,-99,-99,19,47,3
13/05/2010,0.7,-99,-99,-99,10,63,2
13/05/2010,1.2,-99,-99,-99,2,74,3
13/05/2010,1.7,-99,-99,-99,3,87,4
13/05/2010,2.1,-99,-99,-99,7,96,6
13/05/2010,1.9,-99,-99,-99,20,94,7
13/05/2010,1.8,-99,-99,-99,40,112,6
13/05/2010,1.4,-99,-99,-99,61,89,5
13/05/2010,1.4,-99,-99,-99,80,107,5
13/05/2010,1.1,-99,-99,-99,98,83,4
13/05/2010,1.1,-99,-99,-99,80,56,1
13/05/2010,0.9,-99,-99,-99,74,64,3
13/05/2010,0.7,-99,-99,-99,67,57,23
13/05/2010,0.9,-99,-99,-99,54,52,21
13/05/2010,0.8,-99,-99,-99,54,108,13
13/05/2010,0.9,-99,-99,-99,40,48,12
13/05/2010,0.8,-99,-99,-99,40,42,9
13/05/2010,0.8,-99,-99,-99,33,49,7
13/05/2010,1.0,-99,-99,-99,15,62,3
13/05/2010,0.7,-99,-99,-99,19,59,4
13/05/2010,0.5,-99,-99,-99,42,40,3
14/05/2010,0.4,-99,-99,-99,44,38,1
14/05/2010,0.4,-99,-99,-99,39,22,1
14/05/2010,0.4,-99,-99,-99,33,27,1
14/05/2010,0.5,-99,-99,-99,31,26,1
14/05/2010,0.7,-99,-99,-99,14,42,2
14/05/2010,1.3,-99,-99,-99,3,50,3
14/05/2010,1.5,-99,-99,-99,-99,77,4
14/05/2010,1.3,-99,-99,-99,9,90,6
14/05/2010,-99,-99,-99,-99,-99,77,-99
14/05/2010,-99,-99,-99,-99,-99,39,-99
14/05/2010,-99,-99,-99,-99,-99,44,-99
14/05/2010,-99,-99,-99,-99,-99,62,-99
14/05/2010,-99,-99,-99,-99,-99,90,-99
14/05/2010,0.7,11,31,41,69,89,7
14/05/2010,0.9,5,41,46,59,73,4
14/05/2010,0.9,9,42,50,47,53,3
14/05/2010,1.2,21,56,76,40,44,4
14/05/2010,0.8,14,38,52,50,48,-99
14/05/2010,0.8,16,33,48,32,35,-99
14/05/2010,0.8,17,39,55,26,41,-99
14/05/2010,1.4,47,51,99,10,77,-99
14/05/2010,0.7,16,47,63,10,62,-99
14/05/2010,0.5,7,36,43,15,58,-99
14/05/2010,0.3,2,24,26,24,42,-99
15/05/2010,0.4,5,30,35,19,48,22
15/05/2010,0.4,1,32,33,18,44,9
15/05/2010,0.4,0,29,29,22,32,2
15/05/2010,0.3,0,19,18,35,31,1
15/05/2010,0.4,1,25,26,25,29,1
15/05/2010,0.6,10,50,60,12,39,1
15/05/2010,1.0,30,49,79,3,30,2
15/05/2010,1.2,34,45,80,9,52,2
15/05/2010,1.5,45,59,103,13,60,2
15/05/2010,1.6,41,59,100,28,72,4
15/05/2010,1.2,22,49,71,52,70,4
15/05/2010,0.9,8,30,37,82,56,2
15/05/2010,1.1,9,37,47,98,61,3
15/05/2010,0.7,5,18,22,102,78,1
15/05/2010,0.6,3,16,19,82,58,2
15/05/2010,0.4,2,16,19,62,70,8
15/05/2010,0.4,2,16,18,53,46,13
15/05/2010,0.4,2,19,21,50,35,8
15/05/2010,0.5,3,27,30,39,39,5
15/05/2010,0.7,1,34,35,26,46,1
15/05/2010,0.7,9,39,47,15,42,0
15/05/2010,0.8,10,43,54,9,42,3
15/05/2010,0.8,11,46,57,7,49,3
15/05/2010,1.1,28,48,76,4,47,4
16/05/2010,0.9,21,45,67,2,49,2
16/05/2010,0.8,20,42,62,2,47,2
16/05/2010,1.0,37,42,78,2,51,3
16/05/2010,0.6,14,38,52,3,39,1
16/05/2010,0.7,17,38,55,3,67,3
16/05/2010,0.6,17,38,55,-99,56,3
16/05/2010,0.7,15,34,49,6,53,2
16/05/2010,0.7,21,30,52,9,60,25
16/05/2010,0.6,16,26,42,15,62,16
16/05/2010,0.5,11,17,28,26,33,3
16/05/2010,0.5,9,16,25,41,46,-99
16/05/2010,0.5,6,15,20,64,39,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
16/05/2010,-99,-99,-99,-99,-99,-99,-99
17/05/2010,-99,-99,-99,-99,-99,-99,-99
17/05/2010,-99,-99,-99,-99,-99,-99,-99
17/05/2010,-99,-99,-99,-99,-99,-99,-99
17/05/2010,-99,-99,-99,-99,-99,-99,-99
