FECHA,CO,TLA,NO2,NOX,O3,PM10,SO2
23/10/2010,1.2,19,49,68,6,72,6
23/10/2010,1.0,5,35,41,15,59,6
23/10/2010,1.1,10,45,55,5,59,6
24/10/2010,1.2,20,45,65,2,55,5
24/10/2010,1.2,20,42,62,3,45,4
24/10/2010,0.8,16,39,55,5,46,4
24/10/2010,0.8,6,35,41,6,37,3
24/10/2010,0.7,3,27,30,14,31,3
24/10/2010,1.0,13,34,47,6,33,3
24/10/2010,1.3,44,37,80,1,50,4
24/10/2010,1.7,63,37,100,5,49,5
24/10/2010,1.9,62,48,110,12,65,9
24/10/2010,1.2,22,39,61,33,55,6
24/10/2010,1.1,14,40,54,51,67,8
24/10/2010,1.0,9,26,35,62,68,6
24/10/2010,0.7,6,13,19,63,48,4
24/10/2010,0.7,5,12,16,61,41,4
24/10/2010,0.7,7,12,18,64,36,5
24/10/2010,0.6,6,13,18,66,49,17
24/10/2010,0.7,6,15,21,65,59,22
24/10/2010,0.7,6,21,27,50,44,11
24/10/2010,0.8,8,23,31,27,42,3
24/10/2010,0.8,10,20,30,26,39,3
24/10/2010,0.9,20,39,59,9,35,5
24/10/2010,0.9,11,36,47,6,44,4
24/10/2010,1.0,16,38,54,2,58,5
24/10/2010,0.7,4,29,33,8,52,4
25/10/2010,0.6,-99,-99,-99,11,43,3
25/10/2010,1.0,-99,-99,-99,9,52,4
25/10/2010,-99,-99,-99,-99,12,20,-99
25/10/2010,0.5,5,24,29,-99,22,3
25/10/2010,0.9,42,31,73,2,34,4
25/10/2010,1.5,86,36,122,1,36,5
25/10/2010,3.0,219,42,261,1,64,8
25/10/2010,3.5,224,47,271,2,75,9
25/10/2010,2.7,107,57,163,8,83,8
25/10/2010,2.6,76,84,160,20,109,8
25/10/2010,2.4,59,97,156,30,121,10
25/10/2010,1.3,23,44,68,43,84,8
25/10/2010,0.9,18,20,38,43,30,5
25/10/2010,1.0,15,24,38,52,45,4
25/10/2010,0.8,10,20,31,61,46,4
25/10/2010,0.9,12,22,34,63,43,5
25/10/2010,0.9,6,18,23,68,40,4
25/10/2010,1.2,22,31,53,50,51,6
25/10/2010,1.8,43,73,117,11,75,14
25/10/2010,1.8,43,70,113,2,77,13
25/10/2010,2.0,57,70,128,3,114,11
25/10/2010,2.2,80,63,142,1,103,8
25/10/2010,1.4,30,51,82,3,73,7
25/10/2010,0.9,8,41,49,8,63,7
26/10/2010,0.9,9,40,48,5,55,7
26/10/2010,0.8,15,37,52,4,53,8
26/10/2010,0.6,7,31,38,6,55,7
26/10/2010,0.8,23,36,59,-99,45,6
26/10/2010,1.4,70,40,110,-99,69,7
26/10/2010,2.2,135,45,180,1,72,7
26/10/2010,2.7,149,48,197,1,77,8
26/10/2010,4.0,221,53,274,2,100,10
26/10/2010,-99,-99,-99,-99,-99,99,-99
26/10/2010,2.4,85,92,177,15,114,11
26/10/2010,2.1,52,88,140,32,122,12
26/10/2010,1.4,19,51,69,56,89,7
26/10/2010,1.0,13,31,43,65,60,12
26/10/2010,1.3,19,48,67,79,70,10
26/10/2010,1.4,9,46,55,118,90,8
26/10/2010,1.4,11,51,62,132,104,8
26/10/2010,1.3,7,47,53,108,97,7
26/10/2010,1.3,8,50,58,89,93,6
26/10/2010,1.9,22,99,122,47,89,6
26/10/2010,2.2,38,93,131,8,100,6
26/10/2010,1.9,34,69,102,9,123,8
26/10/2010,1.6,26,68,94,4,108,9
26/10/2010,0.9,6,41,47,15,67,6
26/10/2010,0.9,4,46,50,8,83,10
27/10/2010,0.9,13,44,57,8,56,6
27/10/2010,0.6,1,25,25,21,34,4
27/10/2010,0.8,3,33,35,11,41,4
27/10/2010,0.8,4,31,36,12,37,3
27/10/2010,1.0,31,43,75,3,47,4
27/10/2010,1.9,91,47,137,1,60,6
27/10/2010,3.2,172,53,225,1,84,9
27/10/2010,4.0,190,57,248,2,102,9
27/10/2010,3.2,147,74,223,6,122,10
27/10/2010,2.5,72,94,166,19,135,9
27/10/2010,2.1,39,97,136,39,144,9
27/10/2010,1.6,16,56,72,69,99,9
27/10/2010,0.9,6,27,33,93,79,8
27/10/2010,0.9,4,23,27,99,63,6
27/10/2010,0.9,4,28,32,117,68,6
27/10/2010,0.9,2,22,24,118,-99,6
27/10/2010,1.1,5,42,46,108,-99,8
27/10/2010,1.2,8,51,60,94,83,6
27/10/2010,1.8,22,94,116,30,101,7
27/10/2010,1.5,15,54,69,25,117,7
27/10/2010,1.2,15,43,58,23,75,6
27/10/2010,1.0,11,57,68,10,63,5
27/10/2010,0.8,5,39,44,22,52,4
27/10/2010,0.6,1,35,36,25,62,4
28/10/2010,0.6,0,26,26,34,36,3
28/10/2010,0.6,0,29,29,29,33,4
28/10/2010,0.8,4,49,53,8,80,10
28/10/2010,0.9,32,55,87,-99,72,9
28/10/2010,1.0,27,50,76,-99,45,4
28/10/2010,2.1,112,59,170,-99,69,10
28/10/2010,4.2,267,70,338,1,158,15
28/10/2010,2.3,108,60,167,4,99,11
28/10/2010,1.7,70,53,123,16,79,16
28/10/2010,1.2,27,41,68,30,79,18
28/10/2010,0.8,19,29,48,42,99,21
28/10/2010,0.8,14,20,34,47,94,9
28/10/2010,0.7,11,19,30,49,101,5
28/10/2010,0.7,10,18,28,44,154,5
28/10/2010,0.7,13,13,25,41,134,3
28/10/2010,0.6,12,16,28,34,117,3
28/10/2010,0.6,9,15,23,30,112,3
28/10/2010,0.6,10,23,33,21,103,3
28/10/2010,0.6,11,21,32,17,58,2
28/10/2010,0.7,15,24,39,12,44,3
28/10/2010,0.7,11,25,36,10,35,6
28/10/2010,0.5,6,20,27,13,33,5
28/10/2010,0.4,3,13,17,15,30,4
28/10/2010,0.4,1,15,16,14,20,6
29/10/2010,0.3,1,12,13,18,20,3
29/10/2010,0.3,1,9,10,22,18,4
29/10/2010,0.3,1,11,12,18,26,3
29/10/2010,0.4,2,17,19,12,30,3
29/10/2010,0.4,4,20,24,16,6,3
29/10/2010,0.8,19,33,52,5,24,7
29/10/2010,0.9,16,28,44,10,16,3
29/10/2010,1.1,28,36,64,6,23,10
29/10/2010,1.0,23,36,59,9,35,6
29/10/2010,1.0,23,34,57,11,31,4
29/10/2010,1.0,18,28,46,18,26,3
29/10/2010,0.9,21,20,42,19,38,3
29/10/2010,0.8,13,20,33,22,35,5
29/10/2010,0.8,18,19,38,23,49,10
29/10/2010,1.0,26,29,54,16,51,7
29/10/2010,1.0,23,33,56,11,54,7
29/10/2010,1.4,30,42,73,5,69,16
29/10/2010,1.3,40,42,82,2,69,9
29/10/2010,1.2,27,31,58,5,63,5
29/10/2010,1.1,17,32,49,6,48,7
29/10/2010,1.2,36,35,70,2,59,11
29/10/2010,1.0,19,30,49,3,49,20
29/10/2010,0.9,12,28,40,4,42,17
29/10/2010,0.7,11,28,39,5,48,26
30/10/2010,0.5,2,22,24,13,44,9
30/10/2010,0.5,2,23,26,9,50,8
30/10/2010,0.5,2,25,26,8,44,7
30/10/2010,0.6,5,27,32,4,51,15
30/10/2010,0.7,22,31,53,1,56,38
30/10/2010,0.8,29,32,61,1,60,48
30/10/2010,1.3,68,37,106,1,62,59
30/10/2010,1.6,62,37,99,4,62,52
30/10/2010,2.1,105,46,151,4,96,64
30/10/2010,1.5,51,40,91,13,72,43
30/10/2010,1.3,30,34,65,18,54,24
30/10/2010,1.0,17,26,43,33,57,14
30/10/2010,0.9,10,24,34,45,46,8
30/10/2010,0.9,9,22,31,54,51,8
30/10/2010,0.8,6,18,24,59,45,6
30/10/2010,0.8,5,23,28,51,58,7
30/10/2010,0.8,6,23,29,43,60,7
30/10/2010,0.7,7,22,29,27,41,3
30/10/2010,0.7,10,23,33,14,38,5
30/10/2010,0.8,8,24,32,9,39,5
30/10/2010,0.7,7,22,29,6,29,7
30/10/2010,0.8,13,26,40,3,30,29
30/10/2010,0.7,16,26,41,2,34,98
30/10/2010,0.7,15,23,38,2,32,48
31/10/2010,0.7,21,26,47,1,33,39
31/10/2010,0.7,35,29,64,2,54,118
31/10/2010,0.6,17,27,44,1,42,97
31/10/2010,0.6,14,25,39,2,40,77
31/10/2010,0.6,14,23,37,1,25,40
31/10/2010,0.7,30,25,55,1,44,52
31/10/2010,1.1,64,26,90,1,71,65
31/10/2010,1.3,71,28,99,2,66,40
31/10/2010,1.4,73,42,115,6,93,66
31/10/2010,1.5,44,48,92,17,85,60
31/10/2010,1.4,42,63,105,25,106,36
31/10/2010,1.1,16,34,50,43,63,21
31/10/2010,0.7,6,14,20,52,37,7
31/10/2010,0.8,6,18,24,64,42,8
31/10/2010,1.0,7,18,24,75,40,10
31/10/2010,0.7,3,13,16,71,41,10
31/10/2010,0.6,4,13,17,62,35,8
31/10/2010,0.8,16,24,38,46,41,6
31/10/2010,0.8,6,29,35,24,46,13
31/10/2010,0.8,8,22,30,25,39,4
31/10/2010,0.9,14,22,36,16,30,6
31/10/2010,0.8,11,27,38,7,34,20
31/10/2010,0.8,15,29,44,4,30,13
31/10/2010,0.6,6,22,28,4,22,31
01/11/2010,0.7,-99,-99,-99,1,27,65
01/11/2010,1.5,-99,-99,-99,1,40,54
01/11/2010,-99,-99,-99,-99,1,28,-99
01/11/2010,0.5,7,17,24,-99,16,7
01/11/2010,0.5,9,17,26,1,11,5
01/11/2010,0.8,38,19,57,1,23,5
01/11/2010,1.4,80,22,101,1,42,5
01/11/2010,1.8,109,27,136,2,46,6
01/11/2010,1.6,64,39,102,8,56,14
01/11/2010,1.6,43,47,90,19,68,21
01/11/2010,1.3,25,44,69,32,55,15
01/11/2010,1.2,19,48,67,43,71,13
01/11/2010,1.0,14,28,41,45,48,8
01/11/2010,0.9,10,19,29,54,30,6
01/11/2010,0.9,8,21,30,60,39,7
01/11/2010,0.8,7,20,27,62,65,33
01/11/2010,0.7,8,25,32,52,62,59
01/11/2010,0.7,7,29,35,35,53,30
01/11/2010,0.9,12,36,48,10,58,15
01/11/2010,0.9,22,25,45,8,39,3
01/11/2010,1.0,21,28,49,4,43,6
01/11/2010,1.0,27,29,56,2,37,4
01/11/2010,1.2,41,30,71,1,37,4
01/11/2010,1.1,42,29,71,1,28,5
02/11/2010,1.0,32,27,59,1,23,6
02/11/2010,0.9,33,27,60,1,21,6
02/11/2010,0.6,16,23,39,3,14,4
02/11/2010,0.7,19,23,42,2,16,3
02/11/2010,0.6,11,19,31,5,15,3
02/11/2010,0.8,23,21,44,1,6,4
02/11/2010,1.2,61,25,86,1,31,5
02/11/2010,1.6,90,28,117,2,37,6
02/11/2010,1.9,124,46,168,5,71,14
02/11/2010,1.6,82,55,136,12,76,18
02/11/2010,1.5,53,54,106,23,64,15
02/11/2010,0.9,15,17,32,34,28,7
02/11/2010,0.7,10,12,21,44,33,9
02/11/2010,0.9,12,16,29,47,45,24
02/11/2010,0.8,12,17,29,50,43,33
02/11/2010,0.8,12,18,29,52,45,31
02/11/2010,0.8,10,19,29,48,38,24
02/11/2010,0.8,11,20,31,42,37,18
02/11/2010,0.9,15,30,45,23,44,11
02/11/2010,0.8,8,22,31,17,42,4
02/11/2010,1.0,23,32,55,3,35,5
02/11/2010,0.8,11,29,40,5,39,6
02/11/2010,0.8,19,32,50,1,40,6
02/11/2010,0.9,7,25,32,5,38,4
03/11/2010,0.8,18,27,45,2,45,8
03/11/2010,0.6,8,24,32,4,41,7
03/11/2010,0.4,1,14,15,11,33,5
03/11/2010,0.5,3,20,24,4,35,29
03/11/2010,0.5,8,23,31,2,32,34
03/11/2010,0.7,24,23,47,1,40,28
03/11/2010,1.0,46,26,73,1,57,27
03/11/2010,1.7,80,39,119,2,75,28
03/11/2010,1.7,91,30,119,3,91,35
03/11/2010,1.3,44,31,75,8,74,22
03/11/2010,-99,-99,-99,-99,-99,72,-99
03/11/2010,1.1,23,28,51,26,81,13
03/11/2010,1.0,21,29,49,27,102,29
03/11/2010,0.7,13,22,34,38,79,45
03/11/2010,0.7,8,16,24,46,60,21
03/11/2010,1.0,12,25,36,31,71,12
03/11/2010,0.9,10,23,33,27,50,8
03/11/2010,1.2,19,36,55,12,44,5
03/11/2010,2.0,47,44,91,0,66,7
03/11/2010,2.5,76,45,121,1,69,8
03/11/2010,2.4,78,47,125,1,75,9
03/11/2010,0.7,10,27,36,12,75,7
03/11/2010,0.6,6,23,28,17,42,5
03/11/2010,0.5,2,22,25,20,43,20
04/11/2010,0.5,1,16,17,25,39,26
04/11/2010,0.4,0,12,12,31,22,9
04/11/2010,0.4,0,18,17,21,31,78
04/11/2010,0.4,0,11,10,32,19,11
04/11/2010,0.4,2,12,14,31,41,6
04/11/2010,0.6,3,26,30,18,36,6
04/11/2010,0.7,12,33,45,15,40,8
04/11/2010,1.2,23,38,61,12,55,6
04/11/2010,1.0,15,29,43,22,46,6
04/11/2010,0.8,15,24,40,29,49,4
04/11/2010,0.8,14,19,33,39,50,6
04/11/2010,0.7,8,15,23,49,47,4
04/11/2010,0.8,14,15,29,52,63,4
04/11/2010,0.8,11,14,25,55,58,4
04/11/2010,0.9,17,13,30,45,45,4
04/11/2010,0.8,12,17,30,41,40,3
04/11/2010,0.7,13,18,31,39,35,4
04/11/2010,0.8,9,19,28,30,40,6
04/11/2010,0.8,12,26,38,19,46,3
04/11/2010,0.7,16,28,43,18,52,3
04/11/2010,0.8,12,30,43,16,32,3
04/11/2010,1.0,13,38,51,-99,32,8
04/11/2010,1.0,20,44,64,-99,29,5
04/11/2010,1.0,20,43,63,-99,26,3
05/11/2010,1.1,25,37,62,-99,48,3
05/11/2010,0.9,16,33,48,-99,47,3
05/11/2010,0.9,21,35,56,-99,32,3
05/11/2010,0.8,25,36,61,-99,31,4
05/11/2010,0.7,8,31,39,8,20,3
05/11/2010,1.1,40,38,78,2,29,4
05/11/2010,1.9,137,50,187,1,56,11
05/11/2010,2.0,112,46,158,4,83,31
05/11/2010,1.5,82,45,127,10,85,56
05/11/2010,1.2,45,39,85,19,73,25
05/11/2010,1.0,25,31,56,33,51,6
05/11/2010,1.1,24,37,61,36,67,7
05/11/2010,1.0,19,29,48,45,63,6
05/11/2010,0.9,13,23,36,54,81,6
05/11/2010,1.0,12,22,35,56,75,7
05/11/2010,1.0,11,24,36,55,74,9
05/11/2010,0.9,11,24,35,48,66,7
05/11/2010,1.0,9,37,46,35,79,7
05/11/2010,1.1,13,39,51,18,75,22
05/11/2010,1.1,18,41,59,10,60,4
05/11/2010,1.1,20,41,61,5,70,28
05/11/2010,1.1,17,42,60,6,55,63
05/11/2010,1.0,22,44,66,3,51,133
05/11/2010,0.8,7,37,44,7,41,106
06/11/2010,0.6,0,26,22,18,29,29
06/11/2010,0.7,0,25,21,15,24,16
06/11/2010,0.8,1,32,28,9,36,18
06/11/2010,1.1,23,38,61,1,44,19
06/11/2010,0.9,8,31,38,3,28,9
06/11/2010,1.0,25,32,57,2,30,8
06/11/2010,1.4,74,35,109,1,40,9
06/11/2010,2.3,145,43,188,2,55,11
06/11/2010,2.3,115,51,165,7,72,19
06/11/2010,2.1,85,58,143,15,99,21
06/11/2010,1.5,46,48,94,25,82,10
06/11/2010,1.3,24,36,60,36,63,7
06/11/2010,1.0,13,25,38,43,65,9
06/11/2010,1.0,7,16,24,48,56,5
06/11/2010,1.0,6,18,23,51,63,5
06/11/2010,0.9,5,16,21,49,69,10
06/11/2010,0.9,3,17,19,46,49,6
06/11/2010,0.8,4,22,26,29,67,4
06/11/2010,1.0,8,26,33,16,57,6
06/11/2010,0.9,8,29,37,10,47,8
06/11/2010,0.9,10,35,45,7,34,4
06/11/2010,1.0,16,37,53,4,42,54
06/11/2010,0.8,12,36,48,4,48,128
06/11/2010,0.9,7,35,42,3,57,84
07/11/2010,0.6,0,23,21,14,41,23
07/11/2010,0.7,2,29,30,8,43,17
07/11/2010,0.7,0,23,22,12,27,12
07/11/2010,0.8,4,24,26,7,21,8
07/11/2010,0.9,8,27,35,2,21,7
07/11/2010,1.0,20,27,47,1,24,6
07/11/2010,1.0,20,25,45,2,20,5
07/11/2010,1.3,37,24,62,5,25,6
07/11/2010,1.2,33,25,58,14,31,10
07/11/2010,1.2,36,31,67,19,57,19
07/11/2010,1.0,17,24,41,27,44,15
07/11/2010,0.9,9,16,25,34,35,8
07/11/2010,0.9,7,13,20,41,34,8
07/11/2010,0.8,5,12,17,49,39,4
07/11/2010,0.8,7,14,20,52,44,5
07/11/2010,0.9,8,15,22,47,50,9
07/11/2010,0.8,4,15,19,48,49,5
07/11/2010,0.8,5,20,25,31,42,5
07/11/2010,0.7,6,24,30,19,58,5
07/11/2010,0.7,1,20,21,21,49,10
07/11/2010,0.9,6,30,36,9,46,9
07/11/2010,0.8,8,32,40,7,37,13
07/11/2010,0.7,4,28,33,7,40,83
07/11/2010,0.7,2,25,27,10,29,47
08/11/2010,0.6,-99,-99,-99,15,25,23
08/11/2010,0.9,-99,-99,-99,3,39,51
08/11/2010,-99,-99,-99,-99,2,45,-99
08/11/2010,0.6,5,26,32,-99,26,15
08/11/2010,0.7,7,24,30,4,21,10
08/11/2010,1.0,40,28,67,1,24,10
08/11/2010,1.9,133,32,165,1,52,13
08/11/2010,2.8,184,43,227,2,72,17
08/11/2010,2.0,87,43,130,7,75,21
08/11/2010,2.1,100,66,166,11,84,22
08/11/2010,-99,-99,-99,-99,-99,-99,-99
08/11/2010,1.9,71,78,149,22,-99,25
08/11/2010,1.3,27,39,66,39,59,12
08/11/2010,1.1,19,25,44,44,41,7
08/11/2010,1.0,20,23,43,45,22,5
08/11/2010,1.2,22,27,50,46,33,5
08/11/2010,1.1,15,42,57,48,69,47
08/11/2010,1.1,29,52,82,18,77,103
08/11/2010,1.6,56,55,111,6,83,68
08/11/2010,2.0,78,56,134,2,85,38
08/11/2010,1.7,50,51,102,1,67,25
08/11/2010,2.0,95,51,145,1,73,25
08/11/2010,1.7,70,46,116,1,66,26
08/11/2010,1.3,39,42,81,1,51,35
09/11/2010,1.1,24,39,63,1,51,39
09/11/2010,1.0,31,39,71,2,48,40
09/11/2010,0.9,28,39,68,1,44,26
09/11/2010,0.7,15,33,48,4,26,15
09/11/2010,0.9,17,31,48,3,32,15
09/11/2010,1.4,92,38,130,1,37,9
09/11/2010,3.1,218,48,265,1,58,12
09/11/2010,4.2,303,59,361,1,107,14
09/11/2010,3.0,133,63,197,7,109,15
09/11/2010,3.0,115,97,212,13,150,17
09/11/2010,2.8,76,108,183,24,135,15
09/11/2010,1.7,27,55,82,42,79,10
09/11/2010,1.2,20,33,52,48,57,6
09/11/2010,1.1,12,34,46,60,67,7
09/11/2010,1.0,13,32,46,64,67,6
09/11/2010,1.1,11,29,39,65,63,6
09/11/2010,1.1,11,29,40,56,64,16
09/11/2010,1.2,12,42,54,38,74,31
09/11/2010,1.6,24,69,93,8,92,36
09/11/2010,2.2,92,70,162,3,109,26
09/11/2010,2.6,103,68,171,2,106,20
09/11/2010,2.5,108,66,174,3,102,15
09/11/2010,2.1,92,58,149,3,78,16
09/11/2010,1.7,76,54,130,2,75,27
10/11/2010,1.5,49,49,98,1,65,35
10/11/2010,1.2,40,46,86,1,61,28
10/11/2010,0.9,13,41,53,3,48,23
10/11/2010,0.8,13,37,51,4,38,15
10/11/2010,1.0,18,39,57,3,36,9
10/11/2010,1.3,52,42,95,1,48,9
10/11/2010,2.0,102,48,150,1,56,10
10/11/2010,2.8,146,52,198,2,69,12
10/11/2010,2.6,108,66,174,8,84,15
10/11/2010,2.2,56,68,123,21,102,15
10/11/2010,2.3,80,94,173,21,120,19
10/11/2010,1.8,41,75,115,36,107,13
10/11/2010,1.1,16,28,43,52,58,6
10/11/2010,1.0,10,21,31,66,73,9
10/11/2010,1.1,7,28,35,72,78,14
10/11/2010,1.1,14,33,48,61,79,33
10/11/2010,1.0,12,32,43,52,68,20
10/11/2010,1.2,9,44,53,38,84,14
10/11/2010,1.4,12,56,68,24,100,12
10/11/2010,1.4,23,48,71,19,86,7
10/11/2010,1.5,38,56,94,-99,73,6
10/11/2010,1.5,40,51,91,-99,71,6
10/11/2010,1.7,56,52,108,2,66,8
10/11/2010,1.5,40,48,88,1,68,8
11/11/2010,1.1,15,43,58,3,55,6
11/11/2010,0.9,6,36,42,7,45,5
11/11/2010,0.9,8,38,45,5,34,4
11/11/2010,0.9,12,40,52,2,32,5
11/11/2010,0.8,15,36,51,4,31,4
11/11/2010,1.0,31,39,70,2,34,5
11/11/2010,2.5,157,43,201,1,61,8
11/11/2010,3.0,158,46,204,2,73,9
11/11/2010,2.8,131,67,197,6,91,10
11/11/2010,2.5,98,88,186,17,102,12
11/11/2010,2.1,59,83,141,27,111,11
11/11/2010,1.8,42,79,120,36,107,13
11/11/2010,1.3,23,40,63,49,75,6
11/11/2010,1.0,9,23,33,58,67,4
11/11/2010,1.0,11,25,37,68,70,5
11/11/2010,1.1,9,25,34,61,74,8
11/11/2010,1.0,8,28,36,46,70,6
11/11/2010,1.1,15,43,58,29,82,6
11/11/2010,1.3,16,48,63,9,84,11
11/11/2010,1.4,26,44,69,6,86,11
11/11/2010,1.3,37,45,81,-99,59,9
11/11/2010,1.6,58,46,104,-99,71,20
11/11/2010,1.6,60,45,105,-99,53,31
11/11/2010,1.7,83,42,125,-99,58,45
12/11/2010,1.0,25,39,64,-99,53,132
12/11/2010,0.9,33,38,71,2,55,79
12/11/2010,0.8,13,34,47,2,31,25
12/11/2010,0.9,23,35,58,1,37,17
12/11/2010,0.9,24,34,58,2,27,11
12/11/2010,1.4,65,36,101,1,43,15
12/11/2010,1.8,101,41,142,1,51,13
12/11/2010,3.5,234,49,283,2,85,18
12/11/2010,3.2,181,64,245,4,111,26
12/11/2010,2.5,121,83,205,10,141,32
12/11/2010,2.8,83,122,205,22,171,30
12/11/2010,2.4,45,114,160,37,141,23
12/11/2010,1.5,23,61,84,48,112,16
12/11/2010,1.3,15,39,54,61,98,14
12/11/2010,1.2,14,35,49,62,100,15
12/11/2010,1.2,12,33,45,61,95,67
12/11/2010,1.1,15,30,45,52,74,27
12/11/2010,1.2,13,51,64,28,81,22
12/11/2010,1.4,17,58,75,13,97,15
12/11/2010,1.2,12,42,53,17,98,13
12/11/2010,1.7,38,57,95,4,96,14
12/11/2010,1.9,57,57,114,1,84,8
12/11/2010,2.7,124,59,182,2,118,12
12/11/2010,2.1,71,52,123,1,76,11
13/11/2010,1.4,43,49,92,1,61,7
13/11/2010,1.7,69,49,118,1,64,7
13/11/2010,1.9,71,47,118,1,63,6
13/11/2010,1.3,27,44,72,1,42,4
13/11/2010,1.2,19,42,60,2,37,4
13/11/2010,1.2,34,40,74,2,36,4
13/11/2010,1.8,90,45,135,1,52,6
13/11/2010,2.9,180,53,233,2,92,11
13/11/2010,2.1,161,60,221,5,120,74
13/11/2010,1.6,69,55,125,13,99,166
13/11/2010,1.4,39,47,86,24,87,133
13/11/2010,1.3,25,42,67,32,71,59
13/11/2010,1.3,16,32,48,44,76,35
13/11/2010,1.1,10,25,35,53,72,30
13/11/2010,1.3,13,29,42,48,77,26
13/11/2010,1.1,10,35,45,51,94,67
13/11/2010,1.0,4,27,32,46,72,19
13/11/2010,1.1,9,36,45,31,64,7
13/11/2010,1.1,11,36,47,15,69,4
13/11/2010,1.2,20,41,61,3,68,6
13/11/2010,1.1,23,38,61,2,67,6
13/11/2010,1.2,29,37,66,2,60,7
13/11/2010,1.2,26,36,62,1,60,18
13/11/2010,1.2,29,36,65,1,70,35
14/11/2010,1.1,21,35,56,1,57,46
14/11/2010,1.3,41,35,75,1,57,75
14/11/2010,1.2,30,32,62,1,55,50
14/11/2010,1.1,20,32,52,1,53,30
14/11/2010,1.2,27,29,56,1,54,25
14/11/2010,1.0,17,28,45,1,51,19
14/11/2010,1.2,36,29,65,1,52,17
14/11/2010,1.9,77,31,109,2,74,19
14/11/2010,2.6,125,55,180,4,126,27
14/11/2010,2.0,63,65,128,19,134,22
14/11/2010,1.9,18,51,69,50,111,12
14/11/2010,1.2,5,28,32,69,83,8
14/11/2010,1.1,5,31,36,77,78,8
14/11/2010,1.2,5,36,41,97,81,10
14/11/2010,1.2,0,30,29,126,92,9
14/11/2010,1.3,1,38,39,124,94,10
14/11/2010,1.3,2,32,33,118,88,8
14/11/2010,1.7,6,44,49,91,93,8
14/11/2010,1.9,3,51,53,23,113,7
14/11/2010,1.9,16,56,72,15,101,10
14/11/2010,2.4,4,50,54,17,103,6
14/11/2010,2.4,7,49,56,14,84,5
14/11/2010,2.1,4,45,49,15,98,5
14/11/2010,2.1,5,44,49,15,81,5
15/11/2010,1.5,-99,-99,-99,6,76,5
15/11/2010,1.6,-99,-99,-99,1,75,5
15/11/2010,-99,-99,-99,-99,1,73,-99
15/11/2010,1.4,24,41,65,-99,73,5
15/11/2010,1.3,17,35,52,1,57,4
15/11/2010,1.2,25,31,57,1,53,4
15/11/2010,1.8,69,36,104,1,70,5
15/11/2010,1.9,86,34,120,2,73,6
15/11/2010,2.0,72,48,121,9,82,7
15/11/2010,1.1,11,20,31,34,45,5
15/11/2010,1.1,19,32,51,33,58,8
15/11/2010,1.2,15,36,51,48,73,6
15/11/2010,1.2,9,29,38,61,58,5
15/11/2010,1.0,7,22,29,63,44,5
15/11/2010,0.8,4,12,16,49,29,3
15/11/2010,0.7,3,9,12,40,26,3
15/11/2010,0.7,4,8,12,32,19,3
15/11/2010,0.8,6,16,22,26,19,3
15/11/2010,0.9,7,24,30,17,28,3
15/11/2010,1.3,19,27,46,11,23,4
15/11/2010,1.5,25,39,65,2,43,5
15/11/2010,1.6,14,36,50,4,41,5
15/11/2010,1.6,28,39,67,4,38,4
15/11/2010,2.0,53,43,95,1,51,5
16/11/2010,1.4,42,37,79,1,40,5
16/11/2010,1.2,26,35,61,1,41,4
16/11/2010,1.2,25,34,59,1,41,4
16/11/2010,1.1,17,33,50,1,42,4
16/11/2010,1.1,24,33,57,1,51,4
16/11/2010,1.4,40,33,73,1,56,4
16/11/2010,2.1,96,37,133,1,68,5
16/11/2010,3.5,190,45,235,2,91,9
16/11/2010,4.3,225,73,298,3,142,13
16/11/2010,-99,79,72,149,14,120,9
16/11/2010,1.7,26,51,77,37,105,7
16/11/2010,1.4,27,43,70,42,81,7
16/11/2010,1.3,19,36,55,52,71,5
16/11/2010,1.2,11,30,40,66,50,5
16/11/2010,1.4,13,37,50,76,79,6
16/11/2010,1.5,7,43,50,82,87,7
16/11/2010,1.2,8,47,55,76,87,6
16/11/2010,1.7,21,62,83,45,99,8
16/11/2010,2.4,49,81,131,14,121,12
16/11/2010,2.5,67,71,137,3,120,19
16/11/2010,-99,-99,-99,-99,-99,-99,-99
16/11/2010,1.1,11,35,46,10,90,5
16/11/2010,0.9,9,32,40,9,63,4
16/11/2010,1.0,28,44,72,1,67,5
17/11/2010,1.1,18,40,59,2,85,8
17/11/2010,1.2,16,37,54,10,101,9
17/11/2010,0.8,2,29,31,9,44,9
17/11/2010,0.8,1,26,27,10,45,7
17/11/2010,0.8,4,27,32,9,54,6
17/11/2010,1.1,28,33,61,3,51,5
17/11/2010,2.1,105,37,142,1,64,7
17/11/2010,2.9,147,40,187,2,79,9
17/11/2010,3.4,171,62,233,4,111,11
17/11/2010,3.0,105,80,185,13,132,11
17/11/2010,1.7,23,44,67,38,63,6
17/11/2010,1.7,18,46,64,50,57,6
17/11/2010,1.4,18,49,67,56,67,7
17/11/2010,1.4,15,49,64,67,97,6
17/11/2010,1.2,9,34,43,81,54,5
17/11/2010,1.2,8,33,41,74,59,5
17/11/2010,1.3,16,36,52,58,54,5
17/11/2010,1.3,11,45,57,41,55,4
17/11/2010,1.9,37,88,125,6,115,31
17/11/2010,2.0,40,67,107,11,126,21
17/11/2010,1.9,29,62,90,3,121,8
17/11/2010,1.4,25,49,73,4,105,6
17/11/2010,1.1,9,39,47,10,83,27
17/11/2010,0.9,3,30,32,16,66,54
